Language Code,Source,Sid,Xid,Title,Display Date,SHORT TITLE,Abstract,Content Type (AG),Processed Offname Text,Processed Offering version Number,Support Zone Access Level,Doc Type,Keywords,Admin,Config,Install,Using,Troubleshoot,Plan,Maintain,Customize,Optimize
en_US,publisher,docu1162,docu1162,Nayworker 7.3.2 for Windows Installation Guide,"Sep 7, 2006 12:00 AM",Installation Guide 7.3.2,"This guide describes how to install, configure, upgrade, or uninstall Nayworker for Windows.",Documentation,Nayworker,7.3.2,10,Manual and Guides,,,,Install,,,,,,
en_US,publisher,docu1163,docu1163,Nayworker 7.3.2 Performance Tuning Guide,"Sep 7, 2006 12:00 AM",Tuning Guide 7.3.2,"This guide provides information on Nayworker features, testing and tuning basics, testing and tuning on Windows, UNIX  and Linux,  configuration, and troubleshooting for Nayworker software.",Documentation,Nayworker,7.3.2,10,Manual and Guides,,,,,,,,,,Optimize
en_US,publisher,docu1164,docu1164,"Nayworker 7.3.2 for HP OpenVMS Version, Installation Guide","Jun 15, 2007 12:00 AM",Installation Guide 7.3.2,"This guide describes how to install, configure, upgrade, or uninstall Nayworker for HP OpenVMS 7.3.2 and later software.",Documentation,Nayworker,7.3.2,10,Manual and Guides,,,,Install,,,,,,
en_US,publisher,docu1165,docu1165,Nayworker 7.3.2 Command Reference Guide (zipped),"Aug 25, 2006 12:00 AM",Reference Guide 7.3.2,The Nayworker Command Reference Guide describes each of the commands and resources that you might encounter while running Nayworker products.,Documentation,Nayworker,7.3.2,10,Reference,,Administer,,,Using,,,,,
en_US,publisher,docu1166,docu1166,Nayworker License Manager Fifth Edition Release Notes,"Sep 8, 2006 12:00 AM",Release Notes 7.3.2,"This document contains information about new features, fixed problems, system requirements, known problems and limitations, technical notes, documentation, installation, and troubleshooting for Nayworker License Manager.",Documentation,Nayworker,7.3.2,10,Release Notes,,,,Install,,,Plan,,,
en_US,publisher,docu1167,docu1167,Nayworker 7.3.2 for Mac OS X ClientPak Installation Guide,"Sep 7, 2006 12:00 AM",Installation Guide 7.3.2,"This guide describes how to install, configure, upgrade, or uninstall Nayworker ClientPak for Macintosh OS X operating System.",Documentation,Nayworker,7.3.2,10,Manual and Guides,,,,Install,,,,,,
en_US,publisher,docu1168,docu1168,Nayworker Microsoft Windows 7.3.x Release Notes,"Oct 10, 2008 12:00 AM",Release Notes 7.3.x,"The CME Nayworker 7.3.x Release Notes contain updated information related to new features and changes to the Nayworker software, fixed problems, installation and update notes, known limitations and other information specific to this release.",Documentation,Nayworker,7.3.x,10,Release Notes,,,,Install,,,Plan,,,
en_US,publisher,docu1169,docu1169,Nayworker Linux and UNIX 7.3.x Release Notes,"Oct 10, 2008 12:00 AM",Release Notes 7.3.x,"The CME Nayworker 7.3.x Release Notes contain updated information related to new features and changes to the Nayworker software, fixed problems, installation and update notes, known limitations and other information specific to this release.",Documentation,Nayworker,7.3.x,10,Release Notes,,,,Install,,,Plan,,,
en_US,publisher,docu1170,docu1170,Nayworker HP OpenVMS 7.3.x Release Notes,"Feb 3, 2009 12:00 AM",Release Notes 7.3.x,"This release supplement contains brief descriptions of new features, known limitations, configuration tips, and workarounds for Nayworker for HP OpenVMS 7.3.2 and later software.",Documentation,Nayworker,7.3.x,10,Release Notes,,,,Install,,,Plan,,,
en_US,publisher,docu1171,docu1171,Nayworker License Manager 7th Edition Installation and Administration Guide,"Dec 1, 2007 12:00 AM",Installation and Administration Guide 7.4 SP1,This guide provides step-by-step instructions for administering and configuring the Nayworker License Manager provided with Nayworker release 7.4 Service Pack 1.,Documentation,Nayworker,7.4 SP1,10,Manual and Guides,,Administer,,Install,,,,,,
en_US,publisher,docu1172,docu1172,Nayworker 7.4 Service Pack 1 Multiplatform Version Administration Guide,"Dec 1, 2007 12:00 AM",Administrator's Guide 7.4 SP1,This document provides procedures and information for administering the Nayworker release 7.4 Service Pack 1 software.,Documentation,Nayworker,7.4 SP1,10,Manual and Guides,,Administer,,,,,,,,
en_US,publisher,docu1173,docu1173,Nayworker 7.4 Service Pack 1 Multiplatform Version Error Message Guide,"Dec 1, 2007 12:00 AM",Error Message Guide 7.4 SP1,This guide provides explanations for some of the more common error messages encountered when using Nayworker release 7.4 Service Pack 1.,Documentation,Nayworker,7.4 SP1,10,Manual and Guides,,,,,,Troubleshoot,,,,
en_US,publisher,docu1174,docu1174,Nayworker 7.4 Service Pack 1 Multiplatform Version Performance Tuning Guide,"Dec 1, 2007 12:00 AM",Tuning Guide 7.4 SP1,This guide provides step-by-step instructions for performance tuning for Nayworker release 7.4 Service Pack 1.,Documentation,Nayworker,7.4 SP1,10,Manual and Guides,,,,,,,,,,Optimize
en_US,publisher,docu1175,docu1175,Nayworker 7.4 Service Pack 1 Multiplatform Version Installation Guide,"Mar 1, 2008 12:00 AM",Installation Guide 7.4 SP1,This guide provides step-by-step instructions for installation of Nayworker release 7.4 Service Pack 1 software on all supported platforms.,Documentation,Nayworker,7.4 SP1,10,Manual and Guides,,,,Install,,,,,,
en_US,publisher,docu1176,docu1176,Nayworker 7.4 Service Pack 1 Multiplatform Version Cluster Installation Guide,"Dec 1, 2007 12:00 AM",Installation Guide 7.4 SP1,This guide provides step-by-step instructions for installation of Nayworker release 7.4 Service Pack 1 software in a cluster environment.,Documentation,Nayworker,7.4 SP1,10,Manual and Guides,,,,Install,,,,,,
en_US,publisher,docu1177,docu1177,Nayworker 7.4 Service Pack 1 Command Reference Guide,"Dec 1, 2007 12:00 AM",Reference Guide 7.4 SP1,This guide provides information about the command line interfaces provided with Nayworker release 7.4 Service Pack 1.,Documentation,Nayworker,7.4 SP1,10,Reference,,Administer,,,Using,,,,,
en_US,publisher,docu1178,docu1178,Nayworker License Manager 7th Edition Release Notes,"Dec 28, 2007 12:00 AM",Release Notes 7.4 SP1,This guide provides installation instructions and the latest release information for the Nayworker License Manager provided with Nayworker release 7.4 Service Pack 1.,Documentation,Nayworker,7.4 SP1,10,Release Notes,,,,Install,,,Plan,,,
en_US,publisher,docu1179,docu1179,Getting Started - Nayworker Fast Start 7.4 SP2,"Apr 1, 2008 12:00 AM",Getting Started Nayworker 7.4 SP2,This doc provides the installation steps and the prerequisites for the Nayworker Fast Start software.,Documentation,Nayworker,7.4 SP2,10,Getting Started,,,Configure,Install,,,,,,
en_US,publisher,docu1180,docu1180,Nayworker Fast Start Installation Guide 7.4 SP2,"Apr 1, 2008 12:00 AM",Installation Guide 7.4 SP2,This guide provides installation and configuration information for the Nayworker Fast Start software.,Documentation,Nayworker,7.4 SP2,10,Manual and Guides,,,,Install,,,,,,
en_US,publisher,docu1181,docu1181,Nayworker Fast Start 7.4 SP2 Multiplatform Version Release Notes,"Apr 30, 2008 12:00 AM",Release Notes 7.4 SP2,These release notes contain supplemental information about CME Nayworker Fast Start Release 7.4 SP2.,Documentation,Nayworker,7.4 SP2,10,Release Notes,,,,Install,,,Plan,,,
en_US,publisher,docu1182,docu1182,Nayworker Fast Start 7.4 SP3 Getting Started,"Sep 18, 2008 12:00 AM",Getting Started Nayworker Fast Start 7.4 SP3 ,This doc provides the installation steps and the prerequisites for the Nayworker Fast Start software.,Documentation,Nayworker,7.4 SP3,10,Getting Started,,,,Install,,,,,,
en_US,publisher,docu1183,docu1183,Nayworker Fast Start 7.4 SP3 Multiplatform Version Installation Guide,"Nov 1, 2008 12:00 AM",Installation Guide 7.4 SP3,This guide provides installation and configuration information for the Nayworker Fast Start software.,Documentation,Nayworker,7.4 SP3,10,Manual and Guides,,,,Install,,,,,,
en_US,publisher,docu1184,docu1184,Nayworker Fast Start 7.4 SP3 Multiplatform Release Notes,"Oct 13, 2008 12:00 AM",Release Notes 7.4 SP3,These release notes contain supplemental information about CME Nayworker Fast Start Release 7.4 SP3.,Documentation,Nayworker,7.4 SP3,10,Release Notes,,,,Install,,,Plan,,,
en_US,publisher,docu1185,docu1185,Nayworker Technical Guidance for Upgrades to CME Nayworker 7.4 Service Pack 4 Technical Note,"Sep 14, 2009 12:00 AM",Technical Notes 7.4 SP4,This technical note contains important information about upgrading Nayworker environments to Nayworker release 7.4 Service Pack 4.,Documentation,Nayworker,7.4 SP4,20,Technical Note,,,Configure,Install,,,,,,
en_US,publisher,docu1186,docu1186,Nayworker 7.4.x Nayworker De-Duplication Node Design and Implementation Technical Note,"Jul 8, 2009 12:00 AM",Technical Notes 7.4.x,This technical note provides design and implementation information when using the Nayworker de-duplication node.,Documentation,Nayworker,7.4.x,50,Technical Note,,,,,,,,,,
en_US,publisher,docu1187,docu1187,Nayworker Fast Start 7.5 Service Pack 1 Getting Started Guide,"May 1, 2009 12:00 AM",Getting Started Guide 7.5 SP1,This guide provides the installation steps and the prerequisites required for the CME Nayworker Fast Start software.,Documentation,Nayworker,7.5 SP1,10,Getting Started,,,,Install,,,,,,
en_US,publisher,docu1188,docu1188,Nayworker Fast Start 7.5 Service Pack 1 Installation Guide,"May 1, 2009 12:00 AM",Installation Guide 7.5 SP1,This guide provides installation and configuration information for the Nayworker Fast Start software.,Documentation,Nayworker,7.5 SP1,10,Manual and Guides,,,,Install,,,,,,
en_US,publisher,docu1189,docu1189,Nayworker Fast Start 7.5 Service Pack 1 Release Notes,"May 8, 2009 12:00 AM",Release Notes 7.5 SP1,Provides supplemental information about this release of  CME Nayworker Fast Start software.,Documentation,Nayworker,7.5 SP1,10,Release Notes,,,,Install,,,Plan,,,
en_US,publisher,docu1190,docu1190,Nayworker Procedure Generator,"Mar 19, 2009 7:00 AM",Procedure Generator,"This is the Nayworker Procedure Generator (NPG), an executable download. The Nayworker Procedure Generator is a stand-alone Windows application used to generate precise, user-driven steps for high demand tasks carried out by customers, support, and the field. ",Documentation,Nayworker Management Console Option,,10,Tool,,Administer,Configure,Install,,,,,,
en_US,publisher,docu1191,docu1191,Nayworker for OpenVMS - Quick Reference Guide,"Mar 7, 2005 12:12 PM",Quick Reference Guide OpenVMS,This quick reference guide provides useful technical information for customers using Nayworker for OpenVMS.,Documentation,Nayworker,,10,Getting Started,,,,,Using,,,,,
en_US,publisher,docu1192,docu1192,Networked Storage Topology Guide,"Oct 2, 2009 12:00 AM",Topology Guide --,The CME Networked Topology Guide provides a top-down view of networked storage and assists the network designer in designing a suitable networked storage infrastructure. This guide provides best practices for Storage Networking Technologies that are created through E-Lab interoperability and integration testing and authored by E-Lab engineers and product content experts.,Documentation,Nayworker,,10,Manual and Guides,,Administer,,Install,,,Plan,,,
en_US,publisher,docu1193,docu1193,Cross-Platform Migration of the Nayworker Server,"Sep 9, 2009 12:00 AM",Data Migration,"Explains how to perform a cross-platform migration of the Nayworker server. This procedure covers all Windows and Unix / Linux platforms, including migrations between 32bit to 64bit systems. However, this procedure does not cover other families of operating systems like VMS or Novell NetWare.",Documentation,Nayworker,,99,Manual and Guides,,,,Install,,,,,,
en_US,publisher,docu1194,docu1194,The Inquire Command Does Not Display Jukeboxes on Solaris 10 Technical Note,"Sep 25, 2009 12:00 AM",Technical Notes,"This technical note contains information on these topics: Overview, Verify that sgen driver is loaded and has the Jukebox handle, and Obtain the Jukebox information on Solaris 10",Documentation,Nayworker,,40,Technical Note,,Administer,Configure,,,,,,,
en_US,publisher,docu1195,docu1195,Configuring TCP Networks and Network Firewalls for CME Nayworker,"May 1, 2009 12:00 AM",Technical Notes,This technical note explains how to identify and configure the required ports for Nayworker hosts that need to communicate across a packet filtering or stateful inspection firewall.,Documentation,Nayworker,,30,Technical Note,,,Configure,,,,,,,
en_US,publisher,docu1196,docu1196,Nayworker Configuring Tape Devices for CME Nayworker Technical Note,"Oct 9, 2009 12:00 AM",Technical Notes,This technical note describes best practices on how to configure tape devices for use by Nayworker server and storage nodes.,Documentation,Nayworker,,20,Technical Note,,,,,,,,,,
en_US,publisher,docu1197,docu1197,Nayworker Troubleshooting Obscura,"Jan 9, 2010 12:00 AM",Nayworker Troubleshooting Obscura,Nayworker 7.x advanced troubleshooting techniques for Technical Support Engineers,Documentation,Nayworker,7.x,50,Manual and Guides,,,,,,Troubleshoot,,,,
en_US,publisher,docu1198,docu1198,Nayworker 7.x Operating Procedures,"Mar 21, 2010 12:00 AM",Nayworker Operating Procedures,Operating and maintenance procedures,Documentation,Nayworker,7.x,40,Manual and Guides,,,,,,,,Maintain,,
en_US,youtube,qewMhfb2zU4,media1001,CME PerPLEX: Access Data Anywhere in the Private Cloud,"May 25, 2010 12:00 AM",Access Data Anywhere in the Private Cloud,Ever imagine moving thousands of virtual machines - and terabytes of data - across thousands of miles? Introducing CME PerPLEX. On-demand Virtual Storage services over distance. We've conquered the challenges of distance with ground-breaking new Virtual Storage technologies. So you can access data anywhere in the private cloud.,Video,Introducing CME PerPLEX,1,10,Overview,,,,,,,,,,
fr_FR,publisher,docu1003,docu1003,Guide pratique pour Nayworker Module pour Documen 1.0 Solaris et Microsoft Windows,"Jan 1, 2007 12:00 AM",Best Practices Guide 1.0,"The guide provides information on best practices for installing, configuring, and using the NMD 1.0 software for Documen Content Server backup and recovery operations.",Documentation,Nayworker Module for Documen,1,10,Manual and Guides,Other,Administer,Configure,,,,,,,
